[1, 32, 1, 112, 160, 56, 80, 5, 3, 3, 2, 1, 1]
[1, 32, 1, 56, 80, 56, 80, 32, 3, 3, 1, 1, 1]
[1, 32, 1, 56, 80, 56, 80, 32, 3, 3, 1, 1, 1]
[1, 64, 1, 56, 80, 28, 40, 32, 3, 3, 2, 1, 1]
[1, 64, 1, 28, 40, 28, 40, 64, 3, 3, 1, 1, 1]
[1, 64, 1, 56, 80, 28, 40, 32, 1, 1, 2, 1, 0]
[1, 64, 1, 28, 40, 28, 40, 64, 3, 3, 1, 1, 1]
[1, 64, 1, 28, 40, 28, 40, 64, 3, 3, 1, 1, 1]
[1, 64, 1, 28, 40, 28, 40, 64, 3, 3, 1, 1, 1]
[1, 64, 1, 28, 40, 28, 40, 64, 3, 3, 1, 1, 1]
[1, 128, 1, 28, 40, 14, 20, 64, 3, 3, 2, 1, 1]
[1, 128, 1, 14, 20, 14, 20, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 28, 40, 14, 20, 64, 1, 1, 2, 1, 0]
[1, 128, 1, 14, 20, 14, 20, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 14, 20, 14, 20, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 14, 20, 14, 20, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 14, 20, 14, 20, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 14, 20, 14, 20, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 14, 20, 14, 20, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 14, 20, 7, 10, 128, 3, 3, 2, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 14, 20, 7, 10, 128, 1, 1, 2, 1, 0]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 128, 1, 7, 10, 7, 10, 128, 3, 3, 1, 1, 1]
[1, 256, 1, 7, 10, 4, 5, 128, 3, 3, 2, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 7, 10, 4, 5, 128, 1, 1, 2, 1, 0]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 4, 5, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 2, 3, 256, 3, 3, 2, 1, 1]
[1, 256, 1, 2, 3, 2, 3, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 4, 5, 2, 3, 256, 1, 1, 2, 1, 0]
[1, 256, 1, 2, 3, 2, 3, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 2, 3, 2, 3, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 2, 3, 2, 3, 256, 3, 3, 1, 1, 1]
[1, 256, 1, 2, 3, 2, 3, 256, 3, 3, 1, 1, 1]
